"","id","course_name","credits"
"611","ENG-347","20th Century Female Gothic",3
"612","ENG-348","Jane Austen",3
"613","ENG-H348","Honors Jane Austen",3
"614","ENG-352","Global American Literature",3
"615","ENG-354","Hawthorne, Melville and Stowe",3
"616","ENG-356","Whitman and Dickinson",3
"617","ENG-357","African-American Literature",3
"618","ENG-358","Women Writing the American West",3
"619","ENG-361","Contemporary American Fiction",3
"620","ENG-362","Asian-American Literature",3
"621","ENG-370","Fiction Writing Workshop",3
"622","ENG-371","Creative Non-Fiction Workshop",3
"623","ENG-375","Poetry Writing Workshop",3
"624","ENG-376","Literary Publishing",3
"625","ENG-377","Writing for Digital Media",2
"626","ENG-387","Writing Women",3
"627","ENG-388","Utopias and Dystopias",3
"628","ENG-389","History of the Book",3
"629","ENG-390","Writing Process and Revision",3
"630","ENG-391","Research and Writing",3
"631","ENG-392","Readings in Post-Colonial Literature",3
"632","ENG-395","Rhetoric and Memoir",3
"633","ENG-396","Varieties of Workplace Writing",2
"634","ENG-399","Irish Literature",1
"635","ENG-408","Modern Greek Literature in English Translation",3
"636","ENG-409","Literary Bloomsbury: Woolf and Forster",3
"637","ENG-410","From Pagan Reason to Christian Revelation",1
"638","ENG-426","Virgil's Eclogues",3
"639","ENG-428","Virgil's Aeneid: First Three Books",3
"640","ENG-429","Classic Literature of the Underworld",3
"641","ENG-430","Literature of the Vietnam War and the Post 9/11 Wars",3
"642","ENG-432","Classical Greek and Roman Poetry",1
"643","ENG-440","The Odes of Horace",3
"644","ENG-476","Salamander Practicum",3
"645","ENG-490","Imperial Rome",3
"646","ENG-H526","American Writers Abroad",3
"647","ENG-510","Independent Study",3
"648","ENG-H510","Honors Independent Study",3
"649","ENG-514","Internship in English",3
"650","ENG-515","Salamander Internship",3
"651","ENG-H525","Honors Seminar: 1900 - Present",1
"652","ENG-H555","Senior Honors Thesis",3
"653","FR-101","Elementary French I",3
"654","FR-102","Elementary French II",3
"655","FR-216","Masterpieces of French and Francophone Literature in English Translation",4
"656","FR-220","French & Francophone Cinema",3
"657","FR-320","French & Francophone Cinema",3
"658","FR-510","Independent Study",3
"659","FS-103","Introduction to Forensic Science",3
"660","FS-L103","Introduction to Forensic Science Lab",3
"661","FS-428","Criminalistics Practicum",3
"662","FS-429","Criminalistics Practicum II",3
"663","GCS-110","Reading the World: Global Awareness Through Art and Literature",3
"664","GCS-503","Internship",3
"665","GCS-510","Independent Study",3
"666","GCS-H510","Honors Independent Study",4
"667","GCS-511","Professional Development",3
"668","GCS-H555","Global Cultural Studies Seniors Honors Thesis",3
"669","GER-101","Elementary German I",3
"670","GER-102","Elementary German II",3
"671","GVT-180","Politics in the Era of Global Pandemic",1
"672","HST-100","Introduction to Asian Studies: Culture, People, Ideas",3
"673","HST-101","History of Western Civilization I",3
"674","HST-102","History of Western Civilization II",1
"675","HST-103","Cultures and Social Transformations in Asia",3
"676","HST-115","Introduction to Chinese History and Culture",2
"677","HST-121","World History I",3
"678","HST-122","World History II",4
"679","HST-130","Chinese Civilization Through Movies",3
"680","HST-140","Empire of Our Things: How We Became Consumers",3
"681","HST-149","Empires & Globalization in World History I",3
"682","HST-150","Empires & Globalization in World History II",3
"683","HST-181","American Life to the Civil War Era",3
"684","HST-182","American Life Since the Civil War Era",3
"685","HST-200","Gateway to the Past The Historian's Craft",3
"686","HST-218","Sl- Walls & Bridges: Immigration in Global Perspective",3
"687","HST-227","Eyes on the Prize: Civil Rights Movement of the 20th Century",3
"688","HST-228","African American Experience and Public History in the U.S.",3
"689","HST-236","Public History in Practice",3
"690","HST-239","Getting Started With Oral History",3
"691","HST-240","Doing Local and Community History",3
"692","HST-241","Narrating the Past With Digital History",3
"693","HST-251","Modern East Asia",3
"694","HST-256","Exploring Asia",3
"695","HST-260","Asian Peoples and Cultures",3
"696","HST-266","The British: History & Popular Culture Since 1945",3
"697","HST-268","History of the Mediterranean",3
"698","HST-271","African-American History 1619-1860",3
"699","HST-272","African-American History from 1860",3
"700","HST-273","The Enlightenment, French Revolution & Napoleon, 1700-1815",3
"701","HST-274","Women in 19th-Century Europe",3
"702","HST-275","Women in 20th-Century Europe",3
"703","HST-278","The Spanish Civil War (1936-1939) and Spain Today",3
"704","HST-288","Presidents We Love to Hate",4
"705","HST-289","Hamilton: The Seminar",3
"706","HST-290","19th-Century America",3
"707","HST-292","Modern American Foreign Relations",1
"708","HST-296","Building Urban America: City Design and Architecture From 1700-1880",3
"709","HST-H296","Bldg Urban America: City Design & Arch.",3
"710","HST-304","Imperial Rome",3
"711","HST-308","Public History in Practice",3
"712","HST-312","Renaissance and Reformation Europe",3
"713","HST-313","Cities of Early-Modern Europe",2
"714","HST-319","The History of Black Music in America",3
"715","HST-321","History of Islam",3
"716","HST-333","Age of Reform, Depression, & World Wars, America: 1898-1945",4
"717","HST-334","Cold War America Through the Tumultuous 1960s",3
"718","HST-335","Recent America: From Nixon to the Present",4
"719","HST-336","Fifth-Century Athens",3
"720","HST-337","Nazi Germany",3
"721","HST-340","Europe in the 20th Century",3
"722","HST-347","The Rise of China: Through Films, Media, and History",3
"723","HST-348","Samurai: History, Literature & Film",3
"724","HST-356","World War II: the Global War",3
"725","HST-357","Spain's Ancient to Early Modern Societies and Realms",3
"726","HST-358","Spanish Society and the State, From Absolutism to Democracy?",3
"727","HST-359","The Age of Franklin",1
"728","HST-360","Native America: From Pre-History to the Trail of Tears",3
"729","HST-361","Native America 1832 to Present",4
"730","HST-362","History of Piracy",3
"731","HST-H362","Honors History of Piracy",3
"732","HST-366","Introduction to Archives and Archival Practices",1
"733","HST-369","American Objects: Materials, Meaning, and History",3
"734","HST-371","U.S. Women's History Colonial to 1865",4
"735","HST-372","U.S. Women's History: 1865-present",1
"736","HST-374","Jefferson to Jackson: Culture and Politics in the New Nation",3
"737","HST-375","Inequality",3
"738","HST-381","American Colonial History",3
"739","HST-382","The American Revolution",3
"740","HST-383","Boston: Heritage of a City",3
"741","HST-396","The African Diaspora",3
"742","HST-426","Politics and Culture in Europe, 1919-1939",1
"743","HST-465","Monumental Women: Female Public Space",3
"744","HST-H465","Honors Monumental Women: Female Public Space",3
"745","HST-469","Research Seminar: African American Life in Slavery and Freedom- Reconstruction And the Freedman's Bureau Papers",3
"746","HST-483","Death, Disease, Healing-U.S. History",3
"747","HST-484","History of the Emotions",3
"748","HST-489","Germany: Film, Politics, Memory Since 1945",1
"749","HST-494","Politics and Protest",3
"750","HST-510","Independent Study",3
"751","HST-H510","Honors Independent Study",3
"752","HST-522","History Internship",4
"753","HST-530","Senior Applied Learning Project",3
"754","HST-H555","Senior Honors Capstone",3
"755","HSTLT-H555","Honors Senior Thesis",3
"756","ITAL-101","Elementary Italian I",1
"757","ITAL-102","Elementary Italian II",3
"758","KOR-101","Elementary Korean I",3
"759","KOR-102","Elementary Korean II",3
"760","LAWU-101","Ethics and Legal Practice Skills",3
"761","LAWU-201","Introduction to Law",3
"762","LAWU-H201","Honors Introduction to Law",4
"763","LAWU-211","Litigation",3
"764","LAWU-H211","Honors Litigation",3
"765","LAWU-221","Law of Contracts",3
"766","LAWU-H221","Honors Law of Contracts",3
"767","LAWU-260","Criminal Law",4
"768","LAWU-270","Technology and the Law",3
"769","LAWU-280","Domestic Violence, Abuse and Neglect",3
"770","LAWU-301","Legal Research and Writing I",3
"771","LAWU-310","Gender, Sexuality, and the Law",3
"772","LAWU-325","Wills and Probate",3
"773","LAWU-330","Real Estate Law",3
"774","LAWU-340","Family Law",3
"775","LAWU-345","Education Law",4
"776","LAWU-350","Intellectual Property",3
"777","LAWU-355","Corporate Law",4
"778","LAWU-360","Administrative Law and Worker's Compensation",3
"779","LAWU-365","Employment and Labor Law",3
"780","LAWU-370","Immigration Law",3
"781","LAWU-375","International Law",3
"782","LAWU-401","Legal Research and Writing II",3
"783","LAWU-410","Advanced Litigation and Trial Practice",3
"784","LAWU-471","Topics in Law",1
"785","LAWU-510","Independent Study",3
"786","LAWU-534","Experiential Learning in Law",3
"787","LAWU-H510","Honors Independent Study",4
"788","LAWU-521","Paralegal Internship",3
"789","LAWU-530","Working With Domestic Violence Survivors",3
"790","LAWU-531","Human Rights & Tribal Government",1
"791","MATH-000","Mathshop - Bridge to College Math",1
"792","MATH-104","Precalculus for Management & Social Sciences",1
"793","MATH-121","Precalculus With Elements of Calculus",3
"794","MATH-123","Trigonometry for Calculus",3
"795","MATH-128","Math for the Modern World",3
"796","MATH-130","Topics in Finite Mathematics",3
"797","MATH-134","Calculus for Management & Social Sciences",3
"798","MATH-165","Calculus I",3
"799","MATH-166","Calculus II",1
"800","MATH-185","Discrete Mathematics I",3
"801","MATH-200","Modern Mathematics and Career Exploration",3
"802","MATH-255","Probability and Statistics",3
"803","MATH-265","Calculus III",3
"804","MATH-275","Introductory Applied Linear Algebra",1
"805","MATH-285","Discrete Mathematics II",2
"806","MATH-290","Financial Mathematics I",3
"807","MATH-312","Topics in Mathematics",3
"808","MATH-331","Introduction to Advanced Mathematics",3
"809","MATH-357","Math Statistical Analysis",3
"810","MATH-373","Ordinary Differential Equations",3
"811","MATH-431","Linear Algebra",3
"812","MATH-432","Abstract Algebra",3
"813","MATH-462","Real Analysis",3
"814","MATH-481","Complex Analysis I",3
"815","MATH-510","Independent Study",3
"816","MATH-H510","Honors Independent Study",3
"817","MATH-511","Launching a Career in Mathematics",3
"818","MATH-512","Special Topic in Advanced Math",3
"819","MATH-H555","Honors Senior Project in Mathematics",3
"820","MUH-101","History of Music I",3
"821","MUH-102","History of Music II",3
"822","MUH-210","Music of the Twentieth Century",3
"823","MUH-211","Music of the United States",4
"824","MUH-212","Popular Music in the United States",3
"825","MUH-221","History of Women in Music",4
"826","MUH-223","World Music",4
"827","MUH-227","Jazz and Blues",3
"828","NEUR-101","Intro to Neuroscience",1
"829","PHIL-113","Critical Thinking and Civil Discourse",1
"830","PHIL-115","Introduction to Philosophy",1
"831","PHIL-119","Ethics",3
"832","PHIL-H119","Honors Ethics",3
"833","PHIL-120","Ethics and Civic Life",3
"834","PHIL-H120","Honors Ethics and Civic Life",3
"835","PHIL-123","Social Ethics: The Good Life",3
"836","PHIL-E123","Service Learning Component",3
"837","PHIL-H123","Honors Social Ethics: The Good Life",3
"838","PHIL-127","Contemporary Moral Issues",3
"839","PHIL-E127","Service Learning Component",3
"840","PHIL-H127","Honors Contemporary Moral Issues",3
"841","PHIL-210","History of Ancient & Medieval Philosophy",3
"842","PHIL-H210","Honors History of Ancient & Medieval Philosophy",3
"843","PHIL-211","History of Modern Philosophy",3
"844","PHIL-212","Formal Logic",3
"845","PHIL-219","Philosophy of Art",3
"846","PHIL-223","Philosophy in Literature",3
"847","PHIL-228","Feminist Philosophy",3
"848","PHIL-229","Eco-Feminism",3
"849","PHIL-H229","Honors Eco-Feminism",3
"850","PHIL-250","Social & Political Philosophy",3
"851","PHIL-H250","Honors Social & Political Philosophy",1
"852","PHIL-251","Philosophy of Race & Gender",3
"853","PHIL-261","Eastern Philosophy",3
"854","PHIL-262","Buddhism",3
"855","PHIL-263","Native American Religion",3
"856","PHIL-265","Women in Spirituality",3
"857","PHIL-267","Chinese Philosophy",3
"858","PHIL-280","Fascisms",3
"859","PHIL-314","20th Century Philosophy",3
"860","PHIL-H314","Honors 20th Century Philosophy",3
"861","PHIL-316","Existentialism",3
"862","PHIL-H316","Honors Existentialism",3
"863","PHIL-318","Philosophy of Law",3
"864","PHIL-H318","Honors Philosophy of Law",3
"865","PHIL-319","Topics in Applied Ethics",3
"866","PHIL-330","African Philosophy and Religion",4
"867","PHIL-362","Environmental Ethics",3
"868","PHIL-363","Bio and Medical Ethics",3
"869","PHIL-390","Internship in Politics, Philosophy and Economics",3
"870","PHIL-403","The Idea of Human Rights",3
"871","PHIL-414","Topics in Philosophy",4
"872","PHIL-H414","Honors Topics in Philosophy",3
"873","PHIL-416","Plato: Profiles in Philosophy",3
"874","PHIL-423","Advanced Formal Logic",3
"875","PHIL-424","Philosophy and Literature: Feodor Dostoevsky and the Great Philosophical Novel",3
"876","PHIL-440","Stay the Hand: Philosophical and Literary Readings on Law and Violence",3
"877","PHIL-513","Internship in Applied Ethics",3
"878","PHIL-515","Senior Symposium",3
"879","PHIL-510","Independent Study",3
"880","PHIL-H510","Honors Independent Study",3
"881","PHIL-514","Advanced Topics in Philosophy",3
"882","PHIL-H515","Honors Senior Symposium",2
"883","PHYS-111","College Physics I",3
"884","PHYS-L111","College Physics Lab I",3
"885","PHYS-112","College Physics II",3
"886","PHYS-L112","College Physics Lab II",3
"887","PHYS-L151","University Physics Lab I",3
"888","PHYS-152","University Physics II",2
"889","PHYS-H152","Honors University Physics II",3
"890","PHYS-L152","University Physics Lab II",1
"891","PHYS-153","University Physics III",4
"892","PHYS-L153","University Physics III Lab",3
"893","PHYS-205","Introduction to Astrophysics",3
"894","PHYS-213","Introduction to Earth & Planetary Interiors",3
"895","PHYS-215","Nanomaterials and the Energy Problem",3
"896","PHYS-253","Introduction to Electronics",3
"897","PHYS-L253","Introduction to Electronics Laboratory",3
"898","PHYS-L304","Radiation Therapy Practicum",3
"899","PHYS-L314","Medical Dosimetry Practicum",3
"900","PHYS-333","Math Methods of Physics",3
"901","PHYS-363","Classical Mechanics",3
"902","PHYS-381","Observational Astronomy",3
"903","PHYS-L381","Observational Astronomy Laboratory",3
"904","PHYS-L455","Advanced Laboratory",3
"905","PHYS-461","Quantum Mechanics I",3
"906","PHYS-463","Stellar Astrophysics",3
"907","PHYS-477","Electricity and Magnetism",3
"908","PHYS-500","Experiential Learning in Physics",3
"909","PHYS-510","Independent Study",3
"910","PHYS-H510","Honors Independent Study",3
"911","PHYS-H533","Honors Special Topics in Physics",3
"912","PHYS-555","Undergraduate Research in Physics",3
"913","PHYS-H555","Honors Undergraduate Research in Physics",3
"914","POLS-005","Summer Campaign Lab",3
"915","POLS-010","Summer Campaign Lab",1
"916","POLS-110","Introduction to American Politics",3
"917","POLS-H110","Honors Introduction to American Politics",3
"918","POLS-115","Evolution of the Global System",3
"919","POLS-120","Research Methods",3
"920","POLS-H120","Honors Research Methods",3
"921","POLS-121","Research Methodology for International Relations",3
"922","POLS-181","Introduction to Comparative Politics",3
"923","POLS-201","Data Analysis and Politics",4
"924","POLS-208","Politics and Religion",3
"925","POLS-223","American Politics & Institutions",1
"926","POLS-224","Introduction to Public Policy",2
"927","POLS-H224","Honors Introduction to Public Policy",3
"928","POLS-225","U.S. Constitutional Law & Civil Liberties",3
"929","POLS-H225","Honors U.S. Constitutional Law & Civil Liberties",3
"930","POLS-245","Courts, Public Policy, and Legal Research",3
"931","POLS-H245","Honors Courts, Public Policy & Legal Research",2
"932","POLS-253","State and Local Government",1
"933","POLS-261","Theory & Practice of International Relations",2
"934","POLS-275","Ancient & Medieval Political Theory",3
"935","POLS-276","Modern Political Theory",3
"936","POLS-277","International Political Theory",3
"937","POLS-278","Radical & Revolutionary Political Thought",3
"938","POLS-279","Race, Ethnicity, and Politics",3
"939","POLS-306","Women & Public Policy",2
"940","POLS-307","Globalization of Gender Politics",3
"941","POLS-308","International Security",3
"942","POLS-309","Transitional Justice",3
"943","POLS-H309","Transitional Justice",3
"944","POLS-310","Global Political Economy",3
"945","POLS-311","The Conflict in Israel/Palestine",3
"946","POLS-323","Political Survey Research",2
"947","POLS-340","Moot Court",3
"948","POLS-345","Public Policy Writing",3
"949","POLS-346","The American Presidency",3
"950","POLS-347","Legislative Politics",3
"951","POLS-H348","Honors Supreme Court Seminar",3
"952","POLS-357","Urban Politics",1
"953","POLS-359","Global Politics of Sport",3
"954","POLS-361","Voting Rights and Election Law",3
"955","POLS-H361","Honors Voting Rights",1
"956","POLS-363","American Foreign Policy",3
"957","POLS-365","Politics and Diplomacy in Realtime",4
"958","POLS-367","Politics of Spain",3
"959","POLS-382","Crisis and Integration in Europe",3
"960","POLS-383","African Politics",3
"961","POLS-385","Central and Southeast Asian Politics",3
"962","POLS-387","SL-Conflict & Development in Asia Service Abroad",3
"963","POLS-389","Politics of China",3
"964","POLS-391","Canada: Multicultural Politics",2
"965","POLS-393","Latin American Politics Today",3
"966","POLS-404","International Political Marketing",2
"967","POLS-411","Politics of North and Southeast Asia",1
"968","POLS-438","Environmental Policy & Politics",3
"969","POLS-H438","Honors Environmental Policy & Politics",3
"970","POLS-439","Global Environmental Threat",3
"971","POLS-441","Ready, Set, Run!",3
"972","POLS-442","Candidate Definition",1
"973","POLS-443","Candidate Media Strategy 101",3
"974","POLS-463","International Legal Systems",3
"975","POLS-467","Comparative Social Movements",3
"976","POLS-469","International Human Rights",3
"977","POLS-471","Topics in Democracy: Democratic Erosion",3
"978","POLS-501","Senior Seminar",3
"979","POLS-502","Senior Seminar for International Relations",3
"980","POLS-503","Washington Academic Seminar I",3
"981","POLS-H503","Honors Washington Academic Seminar I",3
"982","POLS-505","Washington Seminar on National Security",2
"983","POLS-H505","Honors TWC Seminar-National Security",3
"984","POLS-506","Political Convention Program",3
"985","POLS-509","United Nations Seminar",3
"986","POLS-510","Independent Study",1
"987","POLS-H510","Honors Independent Study",3
"988","POLS-521","Internship in Political Science",3
"989","POLS-H521","Honors Internship in Government",3
"990","POLS-523","Washington Internship",2
"991","POLS-H523","Honors Washington Internship",3
"992","POLS-524","Washington Internship-Summer",3
"993","POLS-H524","Honors Washington Internship Summer",3
"994","POLS-525","Washington Internship Seminar",1
"995","POLS-H525","Honors Washington Internship Seminar",2
"996","POLS-526","International Internship-London",4
"997","POLS-H526","Honors International Internship London",3
"998","POLS-527","International Internship Brussels",3
"999","POLS-H527","Honors International Internship Brussels",3
"1000","POLS-528","International Seminar I",3
"1001","POLS-533","International Internship Edinburgh",3
"1002","POLS-H533","Honors International Internship Edinburgh",3
"1003","POLS-534","Experiential Learning in Political Science",3
"1004","POLS-H534","Honor Experiental Learning in Government",3
"1005","POLS-538","Summer Campaign Lab",3
"1006","POLS-541","International Advocacy",1
"1007","POLS-542","Diplomacy and Foreign Service",2
"1008","POLS-555","Senior Thesis",3
"1009","PPE-401","Political Economy",3
"1010","PPE-H401","Honors Political Economy",1
"1011","PPE-510","Independent Study",3
"1012","PPE-H510","Honors Independent Study",3
"1013","PSYCH-114","General Psychology",3
"1014","PSYCH-H114","Honors General Psychology",3
"1015","PSYCH-215","Behavioral Statistics",3
"1016","PSYCH-216","Research Methods and Design",3
"1017","PSYCH-H216","Honors Research Methods and Design",3
"1018","PSYCH-219","SL-Psychology of Trauma",3
"1019","PSYCH-222","Human Sexuality",3
"1020","PSYCH-H222","Honors Human Sexuality",3
"1021","PSYCH-226","Theories of Personality",1
"1022","PSYCH-233","Child Development",3
"1023","PSYCH-H233","Child Development",1
"1024","PSYCH-240","Professional Development in the Science And Practice of Psychology",3
"1025","PSYCH-241","Social Psychology",1
"1026","PSYCH-243","Organizational Psychology",3
"1027","PSYCH-247","Asian Perspectives on Health and Work",3
"1028","PSYCH-248","The Psychology of Mindfulness",3
"1029","PSYCH-249","Introduction to Lifespan Development",3
"1030","PSYCH-280","Sports Psychology",3
"1031","PSYCH-311","Social Neuroscience",3
"1032","PSYCH-H311","Honors Social Neuroscience",1
"1033","PSYCH-312","Cognitive Neuroscience",3
"1034","PSYCH-313","Physiological Psychology",3
"1035","PSYCH-314","Learning & Reinforcement",3
"1036","PSYCH-317","Psychology of Addictions",3
"1037","PSYCH-321","Introduction to Counseling Skills",3
"1038","PSYCH-H321","Honors Introduction to Counseling Skills",3
"1039","PSYCH-324","Psychology of Identity and the Self",3
"1040","PSYCH-325","Health Psychology",3
"1041","PSYCH-H325","Honors Health Psychology",3
"1042","PSYCH-326","Abnormal Psychology",3
"1043","PSYCH-333","Adult Development & Aging",3
"1044","PSYCH-334","Adolescent Development",3
"1045","PSYCH-336","Developmental Psychopathology",3
"1046","PSYCH-H336","Honors Developmental Psychopathology",3
"1047","PSYCH-340","Professional Development in Psychology",3
"1048","PSYCH-341","Sociocultural Perspectives on Behavior and Experience",3
"1049","PSYCH-346","SL-Community Psychology",3
"1050","PSYCH-348","Introduction to Forensic Psychology",3
"1051","PSYCH-350","Psychology Internship",3
"1052","PSYCH-400","Special Topics in Psychology",3
"1053","PSYCH-428","Senior Seminar in Psychology",3
"1054","PSYCH-H428","Honors Senior Seminar in Psychology",3
"1055","PSYCH-500","Psychology Research Experience",3
"1056","PSYCH-503","Directed Field Experience in Psychology",2
"1057","PSYCH-510","Independent Study",3
"1058","PSYCH-H510","Honors Independent Study",3
"1059","PSYCH-550","Advanced Internship in Psychology",3
"1060","PSYCH-H550","Honors Advanced Internship in Psychology",3
"1061","PSYCH-H555","Honors Research",3
"1062","RAD-206","Introduction to Radiation Oncology",3
"1063","RAD-301","Clinical Radiation I",3
"1064","RAD-L301","Radiation Therapy Rotation I",3
"1065","RAD-302","Clinical Radiation II",3
"1066","RAD-L302","Radiation Therapy Rotation II",3
"1067","RAD-L303","Radiation Therapy Rotation III",3
"1068","RAD-L304","Radiation Therapy Practicum",3
"1069","RAD-L311","Medical Dosimetry Rotation I",3
"1070","RAD-L312","Medical Dosimetry Rotation II",2
"1071","RAD-L313","Medical Dosimetry Rotation III",3
"1072","RAD-L314","Medical Dosimetry Practicum",4
"1073","RAD-315","Radiation Physics I",3
"1074","RAD-L315","Radiation Physics I Lab",3
"1075","RAD-317","Radiation Physics II",3
"1076","RAD-321","Clinical Radiation I",3
"1077","RAD-L321","Radiation Therapy Rotation I",3
"1078","RAD-L322","Radiation Therapy Practicum",3
"1079","RAD-323","Clinical Radiation II",3
"1080","RAD-L323","Radiation Therapy Rotation II",3
"1081","RAD-L324","Radiation Therapy Rotation III",3
"1082","RAD-415","Dosimetry I",3
"1083","RAD-L415","Dosimetry I Lab",3
"1084","RAD-416","Radiation Biology",1
"1085","RAD-417","Dosimetry II",4
"1086","RAD-420","Radiation Oncology & Pathology",1
"1087","RAD-422","Radiology",3
"1088","RAD-435","Brachytherapy",3
"1089","RAD-450","Dosimetry Systems and Networking and Quality Assurance",1
"1090","RAD-470","Radiation Science Internship",3
"1091","RAD-471","Senior Seminar for Radiation Science",3
"1092","RAD-475","Senior Seminar for Radiation Therapy",3
"1093","RAD-476","Senior Seminar for Medical Dosimetry",3
"1094","RAD-H503","Honors Radiation Science Internship",3
"1095","RS-111","Introduction to World Religions: Western Traditions",3
"1096","RS-112","Introduction to World Religions: Eastern Traditions",3
"1097","RS-301","Reason and Revelation",2
"1098","SCI-103","Environmental Science",3
"1099","SCI-L103","Environmental Science Lab",3
"1100","SCI-106","Biotechnology & Its Application in Medicine, Agriculture, Law",3
"1101","SCI-H106","Honors Biotechnology & Its Application In Medicine, Agriculture, Law",4
"1102","SCI-108","Introduction to Cancer Care",3
"1103","SCI-H108","Honors Introduction to Cancer Care",3
"1104","SCI-109","SL-Introduction to Community Cancer Care",3
"1105","SCI-H109","SL-Honors Introduction to Community Cancer Care",4
"1106","SCI-111","Introduction to Astronomy",3
"1107","SCI-L111","Introduction to Astronomy Lab",1
"1108","SCI-112","Structure of the Universe",3
"1109","SCI-L112","Structure of the Universe Lab",3
"1110","SCI-113","A Habitable Earth Within the Solar System",3
"1111","SCI-165","Inner Workings of the Physical Universe",3
"1112","SCI-171","The Built World: How Humans Engineer Environments",3
"1113","SCI-173","Mapping Our World The Power of Digital Maps",3
"1114","SCI-H171","The Built World: How Humans Engineer Environments- Honors",3
"1115","SCI-L173","Mapping Our World Lab",3
"1116","SCI-181","Science and Life in the 21st Century",3
"1117","SCI-184","Contemporary Science and Innovation",3
"1118","SCI-201","Physics for Future Presidents",1
"1119","SCI-210","Earth and Planetary Crystals",3
"1120","SCI-L210","Earth and Planetary Crystals Laboratory",1
"1121","SCI-251","Intro to Coastal Geology",3
"1122","SCI-288","Measuring the World",3
"1123","SCI-360","Planetary Science and Astrobiology",3
"1124","SCI-L360","Planetary Science and Astrobiology Lab",1
"1125","SCI-410","Marine Biogeochemistry",3
"1126","SF-126","The Boston Theatre Scene: the Inside Experience",3
"1127","SF-173","Crime in American Society",3
"1128","SF-174","Tragedy and Literature",1
"1129","SF-182","Heroes, Antiheroes and Outsiders: Reading the Graphic Novel",3
"1130","SF-H182","Heroes, Antiheroes and Outsiders: Reading the Graphic Novel",3
"1131","SF-189","American Gothic: Edgar Allan Poe, Flannery O'Connor and Annie Proulx",4
"1132","SF-194","The Rebirth of Tragedy: Rock Music 1968-1972",3
"1133","SF-H197","Sustainability, Energy, and Technology At Suffolk University",3
"1134","SF-198","Music and the Brain",3
"1135","SOC-113","Introduction to Sociology",1
"1136","SOC-H113","Honors Introduction to Sociology",3
"1137","SOC-116","Social Justice",3
"1138","SOC-209","Youth in American Society",4
"1139","SOC-212","Statistics for Sociology",3
"1140","SOC-214","Research Methods in Sociology",1
"1141","SOC-221","Environment and Society",3
"1142","SOC-223","Families in Contemporary Society",3
"1143","SOC-224","Families in Contemporary Society (Spain)",3
"1144","SOC-226","Religion in Contemporary Society",4
"1145","SOC-227","Race in American Society",3
"1146","SOC-228","Cultural Diversity",3
"1147","SOC-242","Law, Health & Human Rights",3
"1148","SOC-244","Social Work With Families",3
"1149","SOC-253","Sociology of Health and Illness",3
"1150","SOC-256","Sociology of Aging",3
"1151","SOC-257","Death and Dying",3
"1152","SOC-258","Global Health and Healing",3
"1153","SOC-273","Women in Contemporary Society",3
"1154","SOC-276","Sex and Society",3
"1155","SOC-301","Sociology of Law",3
"1156","SOC-306","Population and Society",3
"1157","SOC-308","Sociology of Education",3
"1158","SOC-315","Social Conflict and Social Change",3
"1159","SOC-321","Identities, Self, and Society",1
"1160","SOC-327","Special Topics in Sociology",3
"1161","SOC-329","Sociology of Globalization",1
"1162","SOC-330","Race and Human Rights",3
"1163","SOC-334","Sociology of Policing",3
"1164","SOC-336","Probation and Parole",3
"1165","SOC-342","Law, Health & Human Rights",3
"1166","SOC-344","Community Organizing",3
"1167","SOC-347","Immigration Law and Policy",3
"1168","SOC-348","Urban Sociology",3
"1169","SOC-352","U.S. Health Care Policy",3
"1170","SOC-355","Women and Health",4
"1171","SOC-390","The Prison Experience, Literature and Film",2
"1172","SOC-406","The Immigrant Experience",1
"1173","SOC-433","Senior Seminar",3
"1174","SOC-483","Internship in Sociology I",3
"1175","SOC-484","Internship in Sociology II",3
"1176","SOC-510","Independent Study",3
"1177","SOC-H510","Honors Independent Study",3
"1178","SOC-H555","Senior Honors Project",3
"1179","SPAN-101","Elementary Spanish I",3
"1180","SPAN-102","Elementary Spanish II",3
"1181","SPAN-201","Intermediate Spanish I",3
"1182","SPAN-202","Intermediate Spanish II",3
"1183","SPAN-290","Advanced Composition & Conversation",3
"1184","SPAN-295","Spanish in the Workplace",3
"1185","SPAN-I295","Spanish in the Workplace Internship",3
"1186","SPAN-300","Intro to Cultural Texts",3
"1187","SPAN-301","Spanish Culture and Civilization",3
"1188","SPAN-302","Indigenous and Colonial Latin America",3
"1189","SPAN-305","Living in Translation",3
"1190","SPAN-315","Spanish for the Professions",3
"1191","SPAN-340","Hispanic Culture Today: Trans-Atlantic Perspective",3
"1192","SPAN-360","Madrid Cosmopolitan City",3
"1193","SPAN-365","Spanish Cities: An Ongoing Transformation",3
"1194","SPAN-390","Introduction to Latin American and Caribbean Literature",3
"1195","SPAN-410","Representation and Reality in Spanish Cinema",3
"1196","SPAN-426","Latin American Theater and Society",3
"1197","SPAN-510","Independent Study",3
"1198","SPAN-H510","Honors Independent Study",3
"1199","SPAN-H555","Spanish Honor Thesis",2
"1200","STATS-240","Introduction to Statistics",4
"1201","STATS-H240","Honors Introduction to Statistics",3
"1202","STATS-250","Applied Statistics",3
"1203","STATS-H250","Honors Applied Statistics",3
"1204","THETR-100","Theatre Practicum: Performance",3
"1205","THETR-102","Theatre Practicum: Production",3
"1206","THETR-129","Acting",1
"1207","THETR-151","Introduction to Design",3
