"","student_id","course_id","completion_date"
"686",74850,"HST-228",2020-11-25
"687",30038,"CAS-291",2020-11-25
"688",19293,"UES-503",2020-11-25
"689",19293,"HST-360",2020-11-25
"690",68934,"CJN-239",2020-11-25
"691",38657,"SOC-484",2020-11-25
"692",93877,"SOC-H510",2020-11-24
"693",38657,"ADFA-HS372",2020-11-23
"694",81971,"HST-319",2020-11-22
"695",40058,"PHIL-262",2020-11-22
"696",76946,"ALS-363",2020-11-22
"697",68934,"PSYCH-340",2020-11-22
"698",38657,"ENG-114",2020-11-22
"699",22991,"CJN-281",2020-11-22
"700",41474,"WGS-H325",2020-11-21
"701",44859,"SOC-256",2020-11-21
"702",46163,"SOC-355",2020-11-21
"703",74850,"BIO-377",2020-11-20
"704",50335,"EC-402",2020-11-20
"705",44209,"RAD-301",2020-11-20
"706",77051,"ADFA-S204",2020-11-20
"707",97400,"UES-L111",2020-11-19
"708",15345,"WGS-211",2020-11-19
"709",44209,"GVT-180",2020-11-19
"710",13549,"UES-330",2020-11-19
"711",41429,"SCI-H171",2020-11-19
"712",21343,"ADPR-H506",2020-11-18
"713",80051,"CI-H102",2020-11-18
"714",25648,"SCI-H106",2020-11-18
"715",76350,"UES-330",2020-11-18
"716",71984,"RAD-L415",2020-11-17
"717",63888,"ENG-388",2020-11-17
"718",86994,"CJU-204",2020-11-17
"719",27576,"CHEM-428",2020-11-17
"720",22991,"RAD-L415",2020-11-17
"721",76350,"MATH-312",2020-11-17
"722",71409,"ENG-515",2020-11-16
"723",45739,"ENG-161",2020-11-16
"724",40058,"SF-173",2020-11-15
"725",68934,"POLS-306",2020-11-15
"726",81957,"HST-489",2020-11-15
"727",23069,"CMPSC-400",2020-11-15
"728",54720,"ADFA-S382",2020-11-15
"729",87753,"ADI-S401",2020-11-15
"730",97071,"BLC-AIM",2020-11-14
"731",82746,"ENG-388",2020-11-14
"732",47461,"POLS-463",2020-11-14
"733",42812,"ENG-H510",2020-11-14
"734",45739,"ADG-S213",2020-11-14
"735",24856,"SF-198",2020-11-14
"736",11793,"THETR-200",2020-11-14
"737",64795,"CI-122",2020-11-13
"738",40058,"LAWU-401",2020-11-13
"739",71409,"BIO-321",2020-11-13
"740",68226,"CAS-513",2020-11-13
"741",63888,"CJN-470",2020-11-11
"742",32948,"POLS-443",2020-11-11
"743",32948,"CI-122",2020-11-11
"744",98788,"POLS-359",2020-11-11
"745",32092,"UES-L121",2020-11-11
"746",38657,"CI-147",2020-11-11
"747",30359,"CJU-302",2020-11-11
"748",89498,"CI-H175",2020-11-11
"749",95820,"UES-322",2020-11-11
"750",29940,"ENG-391",2020-11-10
"751",38657,"POLS-208",2020-11-10
"752",30359,"PSYCH-324",2020-11-10
"753",16442,"SCI-111",2020-11-10
"754",26942,"CHEM-H510",2020-11-09
"755",47461,"ENG-440",2020-11-09
"756",90389,"ENG-157",2020-11-09
"757",10153,"CMPSC-F355",2020-11-08
"758",47886,"CAS-H292",2020-11-08
"759",81957,"UES-225",2020-11-08
"760",97013,"THETR-459",2020-11-07
"761",32664,"SCI-251",2020-11-07
"762",62964,"ARH-309",2020-11-06
"763",40838,"ADPR-445",2020-11-06
"764",38768,"ALS-385",2020-11-06
"765",95820,"ADI-223",2020-11-06
"766",41474,"LAWU-H211",2020-11-05
"767",98947,"HST-102",2020-11-05
"768",15345,"SPAN-365",2020-11-05
"769",82393,"EC-451",2020-11-05
"770",32092,"CI-189",2020-11-04
"771",18343,"BIO-216",2020-11-03
"772",46163,"BIO-H511",2020-11-03
"773",64917,"POLS-H245",2020-11-03
"774",86994,"CJN-480",2020-11-01
"775",26942,"HST-272",2020-11-01
"776",19293,"ALS-374",2020-11-01
"777",55554,"UES-H555",2020-11-01
"778",51152,"CHEM-H428",2020-10-31
"779",76413,"CI-147",2020-10-31
"780",24856,"PHYS-510",2020-10-31
"781",61414,"CJN-481",2020-10-30
"782",61236,"ARH-309",2020-10-30
"783",41932,"ADG-S345",2020-10-30
"784",14192,"BIO-H204",2020-10-28
"785",26942,"ADI-HS401",2020-10-28
"786",61236,"ADFA-S344",2020-10-28
"787",77421,"PHYS-H533",2020-10-28
"788",97071,"ENG-430",2020-10-27
"789",41474,"MATH-H555",2020-10-27
"790",41474,"CJU-332",2020-10-27
"791",41474,"MUH-210",2020-10-27
"792",30038,"ENG-354",2020-10-27
"793",19293,"CHEM-314",2020-10-27
"794",27820,"UES-430",2020-10-27
"795",46346,"PSYCH-326",2020-10-27
"796",44209,"CHEM-H112",2020-10-26
"797",64635,"POLS-501",2020-10-26
"798",97258,"MATH-130",2020-10-26
"799",56070,"HST-304",2020-10-25
"800",35855,"FR-220",2020-10-25
"801",40058,"EDUC-402",2020-10-25
"802",19293,"ALS-510",2020-10-25
"803",14562,"POLS-H505",2020-10-25
"804",17872,"ALS-368",2020-10-25
"805",76413,"POLS-110",2020-10-25
"806",22991,"WGS-510",2020-10-24
"807",95820,"PHIL-416",2020-10-24
"808",92039,"ADPR-435",2020-10-24
"809",89727,"BIO-409",2020-10-23
"810",80051,"MATH-166",2020-10-23
"811",68934,"ADFA-HS510",2020-10-23
"812",46163,"BLKST-250",2020-10-23
"813",76946,"EC-490",2020-10-22
"814",77421,"EDUC-214",2020-10-22
"815",62964,"HST-426",2020-10-21
"816",25648,"ALS-510",2020-10-21
"817",79067,"HST-218",2020-10-21
"818",96234,"WGS-111",2020-10-21
"819",39193,"POLS-H505",2020-10-21
"820",97258,"PSYCH-H216",2020-10-21
"821",45739,"HST-484",2020-10-21
"822",53742,"PHYS-205",2020-10-20
"823",84155,"BIO-H107",2020-10-20
"824",64917,"CJU-275",2020-10-20
"825",41474,"HST-273",2020-10-19
"826",24459,"ADPR-361",2020-10-19
"827",53188,"CJN-H301",2020-10-19
"828",27576,"GCS-H510",2020-10-19
"829",98947,"POLS-H348",2020-10-18
"830",45739,"RAD-L323",2020-10-18
"831",17589,"ENG-H130",2020-10-18
"832",81536,"SF-194",2020-10-17
"833",38539,"ARH-411",2020-10-17
"834",88940,"CHEM-LV112",2020-10-17
"835",38768,"POLS-555",2020-10-17
"836",49245,"SPAN-510",2020-10-17
"837",49245,"MATH-511",2020-10-17
"838",64917,"ART-S209",2020-10-17
"839",74850,"ARH-309",2020-10-16
"840",27576,"SOC-228",2020-10-16
"841",33330,"PHIL-H120",2020-10-16
"842",47461,"ADI-510",2020-10-16
"843",69604,"ENG-163",2020-10-16
"844",30359,"CJN-480",2020-10-16
"845",15345,"PHIL-212",2020-10-15
"846",27576,"BIO-104",2020-10-15
"847",27820,"ADI-S305",2020-10-15
"848",87225,"SPAN-295",2020-10-15
"849",11793,"AS-511",2020-10-15
"850",70941,"PSYCH-H216",2020-10-14
"851",78230,"PHIL-228",2020-10-14
"852",19293,"POLS-346",2020-10-14
"853",46163,"POLS-H524",2020-10-14
"854",38768,"CI-165",2020-10-14
"855",50335,"ADI-S106",2020-10-13
"856",38657,"CHEM-510",2020-10-13
"857",64917,"HST-369",2020-10-13
"858",61535,"UES-L226",2020-10-12
"859",76094,"SCI-L210",2020-10-12
"860",91764,"ENG-H130",2020-10-12
"861",22991,"BIO-LH111",2020-10-12
"862",63888,"CAS-PERSP",2020-10-11
"863",76946,"POLS-224",2020-10-11
"864",63416,"POLS-411",2020-10-11
"865",69604,"CI-133",2020-10-11
"866",29185,"PHIL-123",2020-10-10
"867",10153,"ADPR-435",2020-10-10
"868",97400,"WGS-235",2020-10-10
"869",19989,"ADPR-361",2020-10-10
"870",51979,"ADPR-239",2020-10-10
"871",41474,"THETR-459",2020-10-09
"872",65564,"ENG-391",2020-10-09
"873",19989,"POLS-363",2020-10-09
"874",68226,"LAWU-375",2020-10-09
"875",56070,"EC-H101",2020-10-08
"876",81971,"ARH-102",2020-10-08
"877",80051,"CHEM-L212",2020-10-08
"878",78230,"POLS-310",2020-10-08
"879",68934,"ENG-340",2020-10-08
"880",39193,"FS-103",2020-10-08
"881",88187,"HST-274",2020-10-08
"882",63888,"POLS-365",2020-10-07
"883",76094,"SCI-201",2020-10-07
"884",41932,"CMPSC-200",2020-10-07
"885",19989,"CHEM-331",2020-10-06
"886",89498,"UES-401",2020-10-06
"887",31500,"BIO-345",2020-10-05
"888",78120,"ENG-141",2020-10-05
"889",84869,"POLS-H110",2020-10-05
"890",49245,"CI-149",2020-10-05
"891",76510,"WRI-101",2020-10-04
"892",17872,"CAS-VPATH",2020-10-04
"893",61535,"LAWU-365",2020-10-03
"894",51979,"WGS-340",2020-10-03
"895",61535,"ADI-01",2020-10-02
"896",63416,"ADFA-S361",2020-10-02
"897",91204,"UES-350",2020-10-02
"898",42812,"SF-H197",2020-10-02
"899",93877,"CJU-332",2020-10-02
"900",18343,"THETR-459",2020-10-01
"901",99647,"HST-273",2020-10-01
"902",68226,"ENG-218",2020-10-01
"903",44859,"CJN-321",2020-09-30
"904",15345,"PHYS-H555",2020-09-30
"905",44209,"THETR-202",2020-09-30
"906",69604,"PSYCH-H325",2020-09-30
"907",32229,"ENG-326",2020-09-30
"908",99647,"POLS-010",2020-09-30
"909",70941,"MUH-102",2020-09-29
"910",86716,"WGS-H325",2020-09-29
"911",98788,"PSYCH-114",2020-09-29
"912",69604,"BIO-H511",2020-09-29
"913",21343,"POLS-H505",2020-09-28
"914",42355,"SOC-257",2020-09-28
"915",41038,"HST-101",2020-09-28
"916",48621,"CJU-204",2020-09-28
"917",77421,"PHIL-416",2020-09-28
"918",99647,"PSYCH-241",2020-09-28
"919",64917,"ENG-H525",2020-09-28
"920",30135,"ENG-354",2020-09-27
"921",91204,"CJU-236",2020-09-27
"922",87225,"POLS-555",2020-09-27
"923",22991,"POLS-363",2020-09-27
"924",10153,"BIO-L114",2020-09-26
"925",29150,"ENG-H155",2020-09-26
"926",70941,"ENG-357",2020-09-26
"927",71608,"CJN-375",2020-09-26
"928",38768,"POLS-347",2020-09-26
"929",81971,"CJN-482",2020-09-25
"930",19721,"SCI-111",2020-09-23
"931",97400,"BIO-L274",2020-09-22
"932",74850,"CJU-302",2020-09-22
"933",68934,"HST-H465",2020-09-22
"934",51152,"RAD-420",2020-09-22
"935",51979,"SCI-H108",2020-09-22
"936",88187,"THETR-153",2020-09-22
"937",70941,"CHEM-412",2020-09-21
"938",66713,"POLS-H526",2020-09-21
"939",54544,"SF-189",2020-09-21
"940",51152,"PHYS-510",2020-09-21
"941",46451,"ADF-S123",2020-09-21
"942",71409,"ADFA-S271",2020-09-20
"943",24544,"SF-198",2020-09-20
"944",99352,"LAWU-310",2020-09-20
"945",41474,"PHIL-H510",2020-09-19
"946",80051,"ADF-S123",2020-09-19
"947",71409,"LAWU-H221",2020-09-19
"948",71409,"CJN-2080",2020-09-19
"949",82746,"PSYCH-241",2020-09-19
"950",80975,"UES-H510",2020-09-19
"951",22991,"BIO-274",2020-09-19
"952",97013,"SOC-334",2020-09-18
"953",99352,"SPAN-202",2020-09-18
"954",41932,"HST-227",2020-09-18
"955",35855,"ADPR-351",2020-09-17
"956",83910,"SPAN-302",2020-09-17
"957",65617,"ADFA-S361",2020-09-17
"958",69769,"BIO-L204",2020-09-16
"959",15345,"EC-421",2020-09-16
"960",99722,"PSYCH-226",2020-09-16
"961",74850,"AS-H555",2020-09-15
"962",71587,"LAWU-201",2020-09-15
"963",71587,"PHYS-461",2020-09-15
"964",65617,"SOC-209",2020-09-15
"965",95820,"PSYCH-280",2020-09-15
"966",86716,"CJN-L2080",2020-09-14
"967",42812,"Choose",2020-09-14
"968",67539,"SOC-116",2020-09-13
"969",71984,"HST-483",2020-09-13
"970",76094,"ADG-S345",2020-09-13
"971",63416,"ENG-157",2020-09-13
"972",30500,"CI-102",2020-09-13
"973",55554,"ADI-S202",2020-09-13
"974",36716,"ADI-S401",2020-09-12
"975",97013,"ADPR-445",2020-09-12
"976",91764,"CHEM-L375",2020-09-12
"977",90389,"PHYS-461",2020-09-12
"978",29185,"MATH-285",2020-09-11
"979",43534,"BIO-225",2020-09-11
"980",24459,"CHIN-101",2020-09-11
"981",65564,"CHEM-L314",2020-09-11
"982",32092,"CJU-335",2020-09-11
"983",49128,"THETR-260",2020-09-11
"984",69604,"ADG-S213",2020-09-11
"985",54720,"ARH-101",2020-09-11
"986",11793,"ADI-S304",2020-09-11
"987",69769,"THETR-323",2020-09-10
"988",86994,"CHEM-L211",2020-09-10
"989",82746,"PHIL-E127",2020-09-10
"990",90389,"ENG-H555",2020-09-10
"991",17872,"HST-149",2020-09-10
"992",80975,"POLS-H120",2020-09-10
"993",99647,"HST-275",2020-09-10
"994",88187,"PHIL-H515",2020-09-10
"995",11793,"SOC-330",2020-09-10
"996",11793,"CI-177",2020-09-10
"997",24459,"GCS-511",2020-09-09
"998",29940,"HST-360",2020-09-09
"999",63194,"POLS-357",2020-09-09
"1000",30500,"SPAN-295",2020-09-09
"1001",61535,"HST-275",2020-09-08
"1002",82393,"UES-H555",2020-09-08
"1003",86994,"ADPR-4477",2020-09-07
"1004",27820,"HST-275",2020-09-07
"1005",77051,"ADI-352",2020-09-07
"1006",84155,"WGS-340",2020-09-07
"1007",24856,"LAWU-360",2020-09-07
"1008",71984,"AMST-101",2020-09-06
"1009",80093,"PSYCH-H555",2020-09-06
"1010",67699,"SOC-209",2020-09-06
"1011",24856,"LAWU-H221",2020-09-06
"1012",11793,"RAD-206",2020-09-06
"1013",43534,"ENG-476",2020-09-05
"1014",43534,"POLS-181",2020-09-05
"1015",97013,"BIO-385",2020-09-05
"1016",16442,"POLS-523",2020-09-05
"1017",86716,"HST-360",2020-09-04
"1018",76510,"CAS-PERSP",2020-09-04
"1019",56094,"RAD-315",2020-09-04
"1020",54720,"RAD-417",2020-09-04
"1021",65247,"CI-H185",2020-09-04
"1022",32948,"PHYS-500",2020-09-03
"1023",26942,"CHEM-L375",2020-09-03
"1024",90389,"CJU-341",2020-09-03
"1025",41932,"PHIL-251",2020-09-03
"1026",76094,"POLS-528",2020-09-02
"1027",48621,"BIO-302",2020-09-02
"1028",49128,"ENG-160",2020-09-02
"1029",38657,"ENG-H526",2020-09-02
"1030",45739,"ENG-266",2020-09-02
"1031",32664,"ADPR-317",2020-09-02
"1032",68226,"ALS-362",2020-09-02
"1033",43534,"PSYCH-226",2020-09-01
"1034",53188,"POLS-277",2020-09-01
"1035",24856,"SOC-352",2020-09-01
"1036",12893,"ENG-344",2020-08-31
"1037",27576,"PHIL-H120",2020-08-31
"1038",19293,"MATH-432",2020-08-31
"1039",76033,"ADPR-217",2020-08-31
"1040",30359,"ENG-163",2020-08-31
"1041",64968,"POLS-H534",2020-08-31
"1042",14192,"BIO-L114",2020-08-30
"1043",80051,"HST-374",2020-08-30
"1044",93877,"EC-101",2020-08-30
"1045",70941,"THETR-200",2020-08-29
"1046",29940,"CHEM-355",2020-08-29
"1047",40058,"CAS-H510",2020-08-29
"1048",76510,"ENG-354",2020-08-29
"1049",76033,"CJU-340",2020-08-29
"1050",87225,"SPAN-360",2020-08-29
"1051",88187,"ENG-476",2020-08-29
"1052",50335,"STATS-H240",2020-08-28
"1053",71984,"PSYCH-H336",2020-08-27
"1054",39025,"ADG-S354",2020-08-27
"1055",17872,"ADI-S372",2020-08-27
"1056",99352,"ADI-244",2020-08-27
"1057",16218,"PHIL-120",2020-08-26
"1058",78230,"BIO-345",2020-08-26
"1059",76946,"CI-102",2020-08-26
"1060",62457,"ADFA-S242",2020-08-25
"1061",38768,"ADI-234",2020-08-25
"1062",76413,"RAD-415",2020-08-25
"1063",60738,"PHIL-H229",2020-08-25
"1064",57282,"UES-L225",2020-08-23
"1065",32948,"GCS-H510",2020-08-23
"1066",64712,"ADFA-S344",2020-08-23
"1067",91661,"POLS-526",2020-08-23
"1068",85232,"ADPR-435",2020-08-23
"1069",39193,"PSYCH-317",2020-08-23
"1070",99352,"CMPSC-410",2020-08-23
"1071",41932,"GCS-H555",2020-08-23
"1072",46282,"UES-555",2020-08-22
"1073",46451,"SOC-214",2020-08-22
"1074",80093,"POLS-H505",2020-08-21
"1075",86716,"PHYS-205",2020-08-21
"1076",62457,"CJN-293",2020-08-21
"1077",29940,"ADPR-409",2020-08-20
"1078",13549,"POLS-H120",2020-08-20
"1079",23069,"MATH-121",2020-08-20
"1080",45739,"ENG-408",2020-08-20
"1081",24856,"ENG-429",2020-08-20
"1082",44859,"ADG-HS510",2020-08-19
"1083",65564,"BIO-403",2020-08-19
"1084",91204,"ADPR-101",2020-08-19
"1085",62892,"BIO-114",2020-08-19
"1086",70941,"PHIL-127",2020-08-18
"1087",67699,"LAWU-221",2020-08-18
"1088",81536,"ADPR-H457",2020-08-18
"1089",86716,"CI-167",2020-08-18
"1090",95820,"POLS-359",2020-08-18
"1091",47461,"LAWU-H510",2020-08-17
"1092",14562,"ENG-160",2020-08-17
"1093",61236,"GVT-180",2020-08-16
"1094",22991,"BIO-337",2020-08-16
"1095",81536,"ITAL-101",2020-08-15
"1096",18343,"CHEM-L412",2020-08-15
"1097",18343,"POLS-307",2020-08-15
"1098",78230,"CJN-490",2020-08-15
"1099",38657,"BIO-201",2020-08-15
"1100",80975,"POLS-521",2020-08-15
"1101",55554,"PSYCH-312",2020-08-15
"1102",91204,"PSYCH-326",2020-08-14
"1103",16460,"SOC-221",2020-08-14
"1104",90389,"CJN-315",2020-08-14
"1105",38768,"ADPR-247",2020-08-14
"1106",87753,"ADF-S101",2020-08-14
"1107",97013,"ENG-326",2020-08-13
"1108",64635,"ARH-290",2020-08-13
"1109",71587,"ENG-361",2020-08-13
"1110",76413,"ENG-399",2020-08-13
"1111",64795,"ADPR-177",2020-08-12
"1112",18094,"THETR-488",2020-08-12
"1113",79067,"SOC-390",2020-08-12
"1114",16442,"CI-187",2020-08-12
"1115",80243,"EC-H490",2020-08-12
"1116",62892,"ADG-510",2020-08-12
"1117",30359,"CJN-387",2020-08-11
"1118",92039,"UES-L107",2020-08-11
"1119",76033,"PHIL-514",2020-08-10
"1120",64795,"LAWU-201",2020-08-09
"1121",53188,"CI-112",2020-08-09
"1122",71587,"THETR-333",2020-08-09
"1123",46282,"UES-225",2020-08-09
"1124",28206,"ADI-223",2020-08-09
"1125",87753,"SCI-360",2020-08-09
"1126",89498,"WGS-115",2020-08-09
"1127",49245,"LAWU-355",2020-08-09
"1128",30135,"POLS-469",2020-08-08
"1129",69769,"ARH-203",2020-08-08
"1130",54046,"ENG-H154",2020-08-08
"1131",51979,"CMPSC-F353",2020-08-08
"1132",22991,"WRI-L101",2020-08-08
"1133",89498,"ADFA-S362",2020-08-08
"1134",65564,"HST-H465",2020-08-07
"1135",75918,"SF-H197",2020-08-07
"1136",41429,"CJN-361",2020-08-07
"1137",24459,"HST-266",2020-08-06
"1138",57282,"ADI-254",2020-08-06
"1139",76094,"SPAN-101",2020-08-06
"1140",31500,"MATH-290",2020-08-06
"1141",63416,"PHIL-390",2020-08-06
"1142",98788,"CJU-H555",2020-08-06
"1143",81957,"MATH-357",2020-08-06
"1144",38768,"SF-189",2020-08-06
"1145",32229,"HST-227",2020-08-06
"1146",88187,"UES-115",2020-08-06
"1147",29185,"POLS-224",2020-08-05
"1148",64795,"GCS-510",2020-08-05
"1149",61535,"BIO-302",2020-08-05
"1150",71409,"CJN-292",2020-08-05
"1151",91204,"ADI-306",2020-08-05
"1152",10446,"BIO-H274",2020-08-05
"1153",47886,"PHYS-L381",2020-08-04
"1154",99722,"LAWU-270",2020-08-04
"1155",65247,"RAD-H503",2020-08-04
"1156",56070,"ENG-490",2020-08-03
"1157",75918,"LAWU-101",2020-08-03
"1158",49128,"STATS-250",2020-08-03
"1159",69604,"GCS-510",2020-08-03
"1160",56094,"BIO-201",2020-08-03
"1161",41429,"ENG-387",2020-08-03
"1162",30500,"MATH-510",2020-08-03
"1163",49245,"PSYCH-400",2020-08-03
"1164",43534,"POLS-509",2020-08-02
"1165",30038,"FS-428",2020-08-02
"1166",19293,"BIO-104",2020-08-02
"1167",88940,"PHIL-219",2020-08-02
"1168",97400,"RAD-315",2020-08-01
"1169",57390,"SOC-276",2020-08-01
"1170",53188,"POLS-H120",2020-08-01
"1171",78120,"PHYS-H533",2020-08-01
"1172",80975,"ADF-S102",2020-08-01
"1173",41038,"AS-100",2020-07-31
"1174",27820,"RS-301",2020-07-31
"1175",93877,"BIO-L274",2020-07-31
"1176",99722,"EDUC-202",2020-07-30
"1177",68226,"EC-H450",2020-07-30
"1178",81536,"BIO-343",2020-07-29
"1179",99352,"SPAN-315",2020-07-29
"1180",89498,"LAWU-365",2020-07-29
"1181",68226,"PHIL-265",2020-07-29
"1182",10153,"LAWU-510",2020-07-28
"1183",64795,"UES-107",2020-07-27
"1184",18343,"ARH-304",2020-07-27
"1185",76510,"BIO-285",2020-07-27
"1186",63416,"CAS-403",2020-07-26
"1187",47461,"CJN-222",2020-07-26
"1188",29185,"CHEM-L411",2020-07-25
"1189",91764,"ADG-S340",2020-07-25
"1190",99352,"NEUR-101",2020-07-25
"1191",24459,"PSYCH-321",2020-07-24
"1192",63194,"HST-360",2020-07-24
"1193",56089,"PHIL-251",2020-07-24
"1194",29185,"CJN-216",2020-07-23
"1195",23069,"HSTLT-H555",2020-07-23
"1196",88187,"HST-256",2020-07-23
"1197",81900,"ARH-205",2020-07-22
"1198",78230,"THETR-461",2020-07-21
"1199",28206,"ENG-153",2020-07-21
"1200",28901,"ADG-224",2020-07-21
"1201",24459,"ADI-352",2020-07-20
"1202",87225,"ADG-S340",2020-07-20
"1203",62892,"PHIL-316",2020-07-20
"1204",68934,"PSYCH-219",2020-07-19
"1205",79067,"ARH-203",2020-07-19
"1206",11793,"PSYCH-215",2020-07-19
"1207",29150,"HST-484",2020-07-18
"1208",42355,"SPAN-510",2020-07-18
"1209",78230,"CAS-510",2020-07-18
"1210",31500,"ADFA-S382",2020-07-18
"1211",41429,"CJN-401",2020-07-18
"1212",64968,"PHYS-L381",2020-07-18
"1213",63416,"CI-165",2020-07-17
"1214",88187,"POLS-223",2020-07-17
"1215",12893,"ADPR-235",2020-07-16
"1216",27820,"SOC-113",2020-07-16
"1217",86716,"SF-194",2020-07-15
"1218",91204,"ADFA-S382",2020-07-15
"1219",49128,"CJU-483",2020-07-15
"1220",77051,"ENG-432",2020-07-15
"1221",47461,"RAD-315",2020-07-14
"1222",22991,"THETR-329",2020-07-14
"1223",64968,"EC-430",2020-07-14
"1224",97071,"CHEM-L375",2020-07-13
"1225",38539,"UES-121",2020-07-13
"1226",25648,"THETR-153",2020-07-13
"1227",49128,"RAD-420",2020-07-13
"1228",16460,"ADPR-422",2020-07-13
"1229",91764,"MATH-134",2020-07-13
"1230",82393,"POLS-510",2020-07-13
"1231",99352,"POLS-503",2020-07-13
"1232",99647,"CMPSC-H510",2020-07-13
"1233",55554,"ENG-476",2020-07-13
"1234",67539,"ENG-357",2020-07-12
"1235",24459,"ADI-S304",2020-07-12
"1236",66713,"CJN-216",2020-07-12
"1237",69769,"POLS-H120",2020-07-12
"1238",46346,"ENG-510",2020-07-12
"1239",21343,"ENG-114",2020-07-11
"1240",98788,"BIO-203",2020-07-11
"1241",19721,"ENG-370",2020-07-11
"1242",45739,"ENG-347",2020-07-11
"1243",17589,"LAWU-521",2020-07-11
"1244",96234,"PHIL-423",2020-07-10
"1245",24856,"PHYS-381",2020-07-10
"1246",66713,"CJN-510",2020-07-09
"1247",67539,"RAD-323",2020-07-08
"1248",88940,"CI-H106",2020-07-08
"1249",82393,"PHIL-280",2020-07-08
"1250",28901,"POLS-534",2020-07-08
"1251",29185,"RAD-470",2020-07-07
"1252",40058,"ARH-206",2020-07-07
"1253",90389,"HST-115",2020-07-07
"1254",23069,"CJN-L218",2020-07-07
"1255",11793,"UES-107",2020-07-07
"1256",43534,"SOC-H113",2020-07-06
"1257",30135,"PHYS-153",2020-07-06
"1258",80051,"CI-H133",2020-07-06
"1259",53742,"PSYCH-314",2020-07-06
"1260",40838,"ADG-337",2020-07-06
"1261",69604,"MUH-101",2020-07-06
"1262",88187,"SCI-184",2020-07-06
"1263",86716,"HST-469",2020-07-05
"1264",27576,"SPAN-I295",2020-07-05
"1265",79067,"ARH-102",2020-07-05
"1266",17872,"ENG-354",2020-07-05
"1267",53188,"CI-H112",2020-07-04
"1268",93877,"CJU-218",2020-07-04
"1269",24856,"MUH-101",2020-07-04
"1270",69604,"CJN-505",2020-07-03
"1271",29746,"CHEM-L212",2020-07-02
"1272",59472,"BIO-321",2020-07-02
"1273",76094,"ENG-158",2020-07-02
"1274",89727,"CJN-152",2020-07-01
"1275",56094,"POLS-541",2020-07-01
"1276",16442,"ENG-361",2020-07-01
"1277",45739,"PSYCH-114",2020-07-01
"1278",99722,"CJU-233",2020-07-01
"1279",80243,"HST-121",2020-07-01
"1280",84155,"CHEM-L212",2020-07-01
"1281",40058,"MUH-223",2020-06-30
"1282",45739,"POLS-010",2020-06-30
"1283",99722,"ART-S211",2020-06-30
"1284",27576,"PHIL-318",2020-06-29
"1285",77051,"SCI-L103",2020-06-29
"1286",45739,"CJN-357",2020-06-29
"1287",84155,"ALS-384",2020-06-29
"1288",62964,"LAWU-H201",2020-06-28
"1289",79067,"RAD-471",2020-06-28
"1290",88187,"POLS-382",2020-06-28
"1291",95820,"ENG-H154",2020-06-28
"1292",97400,"HST-333",2020-06-27
"1293",63888,"PHYS-L304",2020-06-27
"1294",78230,"POLS-279",2020-06-27
"1295",27576,"CJN-505",2020-06-27
"1296",27576,"MATH-200",2020-06-27
"1297",79067,"CAS-H221",2020-06-27
"1298",19989,"ENG-476",2020-06-27
"1299",68226,"CI-H106",2020-06-27
"1300",84155,"THETR-488",2020-06-27
"1301",24856,"UES-503",2020-06-27
"1302",49245,"ADPR-445",2020-06-27
"1303",44209,"POLS-526",2020-06-26
"1304",63416,"CHEM-L332",2020-06-26
"1305",79067,"ARAB-102",2020-06-26
"1306",82746,"ENG-152",2020-06-26
"1307",47461,"SPAN-201",2020-06-26
"1308",70941,"HST-260",2020-06-25
"1309",16442,"ADG-S213",2020-06-25
"1310",80243,"POLS-361",2020-06-25
"1311",74114,"THETR-503",2020-06-25
"1312",29746,"SCI-L112",2020-06-24
"1313",88011,"UES-L108",2020-06-24
"1314",39025,"CAS-555",2020-06-24
"1315",39193,"CHEM-H112",2020-06-24
"1316",76413,"HST-489",2020-06-24
"1317",29940,"BIO-H511",2020-06-23
"1318",64795,"ENG-410",2020-06-23
"1319",78230,"SOC-327",2020-06-23
"1320",82393,"BIO-L225",2020-06-23
"1321",93877,"ADPR-299",2020-06-23
"1322",28206,"BIO-359",2020-06-23
"1323",84155,"SCI-113",2020-06-23
"1324",74850,"PHIL-223",2020-06-22
"1325",46282,"CMPSC-F331",2020-06-22
"1326",93877,"KOR-101",2020-06-22
"1327",87753,"THETR-425",2020-06-22
"1328",30135,"LAWU-365",2020-06-21
"1329",38539,"ADFA-S311",2020-06-21
"1330",99647,"CHEM-L375",2020-06-21
"1331",88187,"EDUC-205",2020-06-21
"1332",80093,"PSYCH-346",2020-06-20
"1333",56070,"CJN-470",2020-06-20
"1334",99647,"ADPR-370",2020-06-20
"1335",97400,"ADG-S344",2020-06-19
"1336",97400,"BIO-H511",2020-06-19
"1337",47886,"HST-181",2020-06-19
"1338",88187,"THETR-503",2020-06-19
"1339",46451,"PHYS-L455",2020-06-19
"1340",30135,"CJN-225",2020-06-18
"1341",70941,"PHIL-123",2020-06-18
"1342",64795,"UES-315",2020-06-18
"1343",38539,"ENG-321",2020-06-18
"1344",61414,"ENG-399",2020-06-18
"1345",30359,"RAD-L303",2020-06-18
"1346",82393,"PHIL-H510",2020-06-18
"1347",87753,"POLS-115",2020-06-18
"1348",44209,"MATH-128",2020-06-17
"1349",86716,"ENG-399",2020-06-17
"1350",46163,"RAD-416",2020-06-16
"1351",23069,"RAD-L321",2020-06-16
